cluster_number,day_of_week,month_of_year,department_id,demand,meand_demand,std_demand
450,1,6,2,96,127.75,72.3158581
450,1,6,2,122,127.75,72.3158581
450,1,6,2,230,127.75,72.3158581
451,1,6,20,4,14.4,8.67755726
451,1,6,20,15,14.4,8.67755726
451,1,6,20,28,14.4,8.67755726
451,1,6,20,13,14.4,8.67755726
451,1,6,20,12,14.4,8.67755726
452,1,6,21,3,6,5.196152423
452,1,6,21,3,6,5.196152423
452,1,6,21,3,6,5.196152423
452,1,6,21,15,6,5.196152423
452,1,6,21,6,6,5.196152423
453,1,6,22,9,10.25,4.193248542
453,1,6,22,6,10.25,4.193248542
453,1,6,22,10,10.25,4.193248542
453,1,6,22,16,10.25,4.193248542
454,1,6,23,14,12.5,5.446711546
454,1,6,23,11,12.5,5.446711546
454,1,6,23,6,12.5,5.446711546
454,1,6,23,19,12.5,5.446711546
455,1,6,3,5,7.5,3.535533906
455,1,6,3,10,7.5,3.535533906
456,1,6,4,5,8.25,3.947573094
456,1,6,4,14,8.25,3.947573094
456,1,6,4,7,8.25,3.947573094
456,1,6,4,7,8.25,3.947573094
457,1,6,5,157,79.71428571,60.223789
457,1,6,5,48,79.71428571,60.223789
457,1,6,5,134,79.71428571,60.223789
457,1,6,5,6,79.71428571,60.223789
457,1,6,5,50,79.71428571,60.223789
457,1,6,5,29,79.71428571,60.223789
457,1,6,5,134,79.71428571,60.223789
458,1,6,6,35,20.16666667,18.93585664
458,1,6,6,51,20.16666667,18.93585664
458,1,6,6,15,20.16666667,18.93585664
458,1,6,6,1,20.16666667,18.93585664
458,1,6,6,10,20.16666667,18.93585664
458,1,6,6,9,20.16666667,18.93585664
459,1,6,7,88,53,34.73710792
459,1,6,7,2,53,34.73710792
459,1,6,7,25,53,34.73710792
459,1,6,7,104,53,34.73710792
459,1,6,7,53,53,34.73710792
459,1,6,7,48,53,34.73710792
459,1,6,7,51,53,34.73710792
460,1,6,8,52,43.66666667,38.1086167
460,1,6,8,2,43.66666667,38.1086167
460,1,6,8,77,43.66666667,38.1086167
460,1,6,8,94,43.66666667,38.1086167
460,1,6,8,35,43.66666667,38.1086167
460,1,6,8,2,43.66666667,38.1086167
461,1,6,9,151,82.57142857,58.36339362
461,1,6,9,65,82.57142857,58.36339362
461,1,6,9,168,82.57142857,58.36339362
461,1,6,9,70,82.57142857,58.36339362
461,1,6,9,3,82.57142857,58.36339362
461,1,6,9,42,82.57142857,58.36339362
461,1,6,9,79,82.57142857,58.36339362
462,1,7,10,53,140.6666667,96.50837615
462,1,7,10,165,140.6666667,96.50837615
462,1,7,10,166,140.6666667,96.50837615
462,1,7,10,305,140.6666667,96.50837615
462,1,7,10,114,140.6666667,96.50837615
462,1,7,10,41,140.6666667,96.50837615
463,1,7,11,34,118.6,86.52918583
463,1,7,11,37,118.6,86.52918583
463,1,7,11,240,118.6,86.52918583
463,1,7,11,155,118.6,86.52918583
463,1,7,11,127,118.6,86.52918583
464,1,7,12,111,64,26.55811238
464,1,7,12,58,64,26.55811238
464,1,7,12,50,64,26.55811238
464,1,7,12,25,64,26.55811238
464,1,7,12,57,64,26.55811238
464,1,7,12,69,64,26.55811238
464,1,7,12,78,64,26.55811238
465,1,7,13,24,33.5,21.74856317
465,1,7,13,66,33.5,21.74856317
465,1,7,13,20,33.5,21.74856317
465,1,7,13,24,33.5,21.74856317
466,1,7,14,23,16,6.099180273
466,1,7,14,8,16,6.099180273
466,1,7,14,20,16,6.099180273
466,1,7,14,12,16,6.099180273
466,1,7,14,12,16,6.099180273
466,1,7,14,21,16,6.099180273
467,1,7,15,25,30.75,17.03567685
467,1,7,15,24,30.75,17.03567685
467,1,7,15,13,30.75,17.03567685
467,1,7,15,61,30.75,17.03567685
467,1,7,15,15,30.75,17.03567685
467,1,7,15,22,30.75,17.03567685
467,1,7,15,50,30.75,17.03567685
467,1,7,15,36,30.75,17.03567685
468,1,7,16,65,82.33333333,34.3375402
468,1,7,16,70,82.33333333,34.3375402
468,1,7,16,95,82.33333333,34.3375402
468,1,7,16,104,82.33333333,34.3375402
468,1,7,16,31,82.33333333,34.3375402
468,1,7,16,129,82.33333333,34.3375402
469,1,7,17,11,28,18.58314649
469,1,7,17,44,28,18.58314649
469,1,7,17,13,28,18.58314649
469,1,7,17,7,28,18.58314649
469,1,7,17,24,28,18.58314649
469,1,7,17,50,28,18.58314649
469,1,7,17,47,28,18.58314649
470,1,7,18,111,81.375,42.00999031
470,1,7,18,82,81.375,42.00999031
470,1,7,18,21,81.375,42.00999031
470,1,7,18,69,81.375,42.00999031
470,1,7,18,86,81.375,42.00999031
470,1,7,18,159,81.375,42.00999031
470,1,7,18,82,81.375,42.00999031
470,1,7,18,41,81.375,42.00999031
471,1,7,19,20,13,7.509993342
471,1,7,19,14,13,7.509993342
471,1,7,19,21,13,7.509993342
471,1,7,19,3,13,7.509993342
471,1,7,19,5,13,7.509993342
471,1,7,19,15,13,7.509993342
472,1,7,2,170,169.2857143,101.2846061
472,1,7,2,341,169.2857143,101.2846061
472,1,7,2,152,169.2857143,101.2846061
472,1,7,2,202,169.2857143,101.2846061
472,1,7,2,49,169.2857143,101.2846061
472,1,7,2,219,169.2857143,101.2846061
472,1,7,2,52,169.2857143,101.2846061
473,1,7,20,6,15.8,7.854934755
473,1,7,20,12,15.8,7.854934755
473,1,7,20,19,15.8,7.854934755
473,1,7,20,15,15.8,7.854934755
473,1,7,20,27,15.8,7.854934755
474,1,7,21,5,9,4.582575695
474,1,7,21,14,9,4.582575695
474,1,7,21,8,9,4.582575695
475,1,7,22,2,6.4,5.029910536
475,1,7,22,4,6.4,5.029910536
475,1,7,22,6,6.4,5.029910536
475,1,7,22,15,6.4,5.029910536
475,1,7,22,5,6.4,5.029910536
476,1,7,23,32,26,5.291502622
476,1,7,23,24,26,5.291502622
476,1,7,23,22,26,5.291502622
477,1,7,3,10,10.66666667,7.737355276
477,1,7,3,15,10.66666667,7.737355276
477,1,7,3,24,10.66666667,7.737355276
477,1,7,3,7,10.66666667,7.737355276
477,1,7,3,4,10.66666667,7.737355276
477,1,7,3,4,10.66666667,7.737355276
478,1,7,4,3,5.8,3.563705936
478,1,7,4,3,5.8,3.563705936
478,1,7,4,4,5.8,3.563705936
478,1,7,4,11,5.8,3.563705936
478,1,7,4,8,5.8,3.563705936
479,1,7,5,100,101.8571429,48.02578672
479,1,7,5,58,101.8571429,48.02578672
479,1,7,5,85,101.8571429,48.02578672
479,1,7,5,62,101.8571429,48.02578672
479,1,7,5,202,101.8571429,48.02578672
479,1,7,5,105,101.8571429,48.02578672
479,1,7,5,101,101.8571429,48.02578672
480,1,7,6,4,22,12.08304597
480,1,7,6,30,22,12.08304597
480,1,7,6,27,22,12.08304597
480,1,7,6,27,22,12.08304597
481,1,7,7,31,35.5,22.64950331
481,1,7,7,61,35.5,22.64950331
481,1,7,7,43,35.5,22.64950331
481,1,7,7,7,35.5,22.64950331
482,1,7,8,49,34.4,23.21206583
482,1,7,8,65,34.4,23.21206583
482,1,7,8,13,34.4,23.21206583
482,1,7,8,11,34.4,23.21206583
482,1,7,8,34,34.4,23.21206583
483,1,7,9,175,103.1428571,51.52160897
483,1,7,9,106,103.1428571,51.52160897
483,1,7,9,47,103.1428571,51.52160897
483,1,7,9,112,103.1428571,51.52160897
483,1,7,9,141,103.1428571,51.52160897
483,1,7,9,26,103.1428571,51.52160897
483,1,7,9,115,103.1428571,51.52160897
484,1,8,10,179,129.125,122.3022456
484,1,8,10,41,129.125,122.3022456
484,1,8,10,21,129.125,122.3022456
484,1,8,10,103,129.125,122.3022456
484,1,8,10,49,129.125,122.3022456
484,1,8,10,78,129.125,122.3022456
484,1,8,10,165,129.125,122.3022456
484,1,8,10,397,129.125,122.3022456
485,1,8,11,74,115.125,98.11136165
485,1,8,11,317,115.125,98.11136165
485,1,8,11,180,115.125,98.11136165
485,1,8,11,84,115.125,98.11136165
485,1,8,11,23,115.125,98.11136165
485,1,8,11,46,115.125,98.11136165
485,1,8,11,44,115.125,98.11136165
485,1,8,11,153,115.125,98.11136165
486,1,8,12,66,76.85714286,72.215946
486,1,8,12,225,76.85714286,72.215946
486,1,8,12,103,76.85714286,72.215946
486,1,8,12,37,76.85714286,72.215946
486,1,8,12,67,76.85714286,72.215946
486,1,8,12,6,76.85714286,72.215946
486,1,8,12,34,76.85714286,72.215946
487,1,8,13,142,57.8,49.14468435
487,1,8,13,46,57.8,49.14468435
487,1,8,13,34,57.8,49.14468435
487,1,8,13,15,57.8,49.14468435
487,1,8,13,52,57.8,49.14468435
488,1,8,14,10,17.5,15.60448653
488,1,8,14,4,17.5,15.60448653
488,1,8,14,8,17.5,15.60448653
488,1,8,14,21,17.5,15.60448653
488,1,8,14,15,17.5,15.60448653
488,1,8,14,47,17.5,15.60448653
489,1,8,15,41,41,35.95135602
489,1,8,15,7,41,35.95135602
489,1,8,15,18,41,35.95135602
489,1,8,15,39,41,35.95135602
489,1,8,15,100,41,35.95135602
490,1,8,16,52,81.22222222,81.1753931
490,1,8,16,34,81.22222222,81.1753931
490,1,8,16,285,81.22222222,81.1753931
490,1,8,16,80,81.22222222,81.1753931
490,1,8,16,25,81.22222222,81.1753931
490,1,8,16,85,81.22222222,81.1753931
490,1,8,16,17,81.22222222,81.1753931
490,1,8,16,57,81.22222222,81.1753931
490,1,8,16,96,81.22222222,81.1753931
491,1,8,17,6,38.5,37.48142397
491,1,8,17,3,38.5,37.48142397
491,1,8,17,55,38.5,37.48142397
491,1,8,17,120,38.5,37.48142397
491,1,8,17,38,38.5,37.48142397
491,1,8,17,43,38.5,37.48142397
491,1,8,17,23,38.5,37.48142397
491,1,8,17,20,38.5,37.48142397
492,1,8,18,142,101.5,82.53311024
492,1,8,18,56,101.5,82.53311024
492,1,8,18,23,101.5,82.53311024
492,1,8,18,52,101.5,82.53311024
492,1,8,18,151,101.5,82.53311024
492,1,8,18,263,101.5,82.53311024
492,1,8,18,19,101.5,82.53311024
492,1,8,18,106,101.5,82.53311024
493,1,8,19,13,7.2,3.420526275
493,1,8,19,4,7.2,3.420526275
493,1,8,19,6,7.2,3.420526275
493,1,8,19,6,7.2,3.420526275
493,1,8,19,7,7.2,3.420526275
494,1,8,2,23,197.8571429,187.7324591
494,1,8,2,120,197.8571429,187.7324591
494,1,8,2,137,197.8571429,187.7324591
494,1,8,2,233,197.8571429,187.7324591
494,1,8,2,221,197.8571429,187.7324591
494,1,8,2,587,197.8571429,187.7324591
494,1,8,2,64,197.8571429,187.7324591
495,1,8,20,22,18.2,7.981227976
495,1,8,20,11,18.2,7.981227976
495,1,8,20,9,18.2,7.981227976
495,1,8,20,28,18.2,7.981227976
495,1,8,20,21,18.2,7.981227976
496,1,8,21,8,7.25,2.986078811
496,1,8,21,4,7.25,2.986078811
496,1,8,21,6,7.25,2.986078811
496,1,8,21,11,7.25,2.986078811
497,1,8,22,1,9.4,8.76356092
497,1,8,22,14,9.4,8.76356092
497,1,8,22,2,9.4,8.76356092
497,1,8,22,8,9.4,8.76356092
497,1,8,22,22,9.4,8.76356092
498,1,8,23,17,25.25,17.79847506
498,1,8,23,34,25.25,17.79847506
498,1,8,23,29,25.25,17.79847506
498,1,8,23,14,25.25,17.79847506
498,1,8,23,59,25.25,17.79847506
498,1,8,23,11,25.25,17.79847506
498,1,8,23,35,25.25,17.79847506
498,1,8,23,3,25.25,17.79847506
499,1,8,3,4,12.33333333,11.93035345
499,1,8,3,26,12.33333333,11.93035345
499,1,8,3,7,12.33333333,11.93035345
500,1,8,4,6,6.8,6.978538529
500,1,8,4,19,6.8,6.978538529
500,1,8,4,4,6.8,6.978538529
500,1,8,4,3,6.8,6.978538529
500,1,8,4,2,6.8,6.978538529
501,1,8,5,37,104.6666667,95.50130889
501,1,8,5,6,104.6666667,95.50130889
501,1,8,5,33,104.6666667,95.50130889
501,1,8,5,308,104.6666667,95.50130889
501,1,8,5,137,104.6666667,95.50130889
501,1,8,5,164,104.6666667,95.50130889
501,1,8,5,66,104.6666667,95.50130889
501,1,8,5,150,104.6666667,95.50130889
501,1,8,5,41,104.6666667,95.50130889
502,1,8,6,8,30.375,28.61037524
502,1,8,6,17,30.375,28.61037524
502,1,8,6,22,30.375,28.61037524
502,1,8,6,37,30.375,28.61037524
502,1,8,6,96,30.375,28.61037524
502,1,8,6,35,30.375,28.61037524
502,1,8,6,8,30.375,28.61037524
502,1,8,6,20,30.375,28.61037524
503,1,8,7,22,80.44444444,79.3396356
503,1,8,7,63,80.44444444,79.3396356
503,1,8,7,20,80.44444444,79.3396356
503,1,8,7,107,80.44444444,79.3396356
503,1,8,7,36,80.44444444,79.3396356
503,1,8,7,86,80.44444444,79.3396356
503,1,8,7,278,80.44444444,79.3396356
503,1,8,7,61,80.44444444,79.3396356
503,1,8,7,51,80.44444444,79.3396356
504,1,8,8,28,63.16666667,58.67679837
504,1,8,8,91,63.16666667,58.67679837
504,1,8,8,163,63.16666667,58.67679837
504,1,8,8,9,63.16666667,58.67679837
504,1,8,8,72,63.16666667,58.67679837
504,1,8,8,16,63.16666667,58.67679837
505,1,8,9,30,135.2857143,127.1412787
505,1,8,9,153,135.2857143,127.1412787
505,1,8,9,48,135.2857143,127.1412787
505,1,8,9,67,135.2857143,127.1412787
505,1,8,9,401,135.2857143,127.1412787
505,1,8,9,159,135.2857143,127.1412787
505,1,8,9,89,135.2857143,127.1412787
506,1,9,10,102,132.1428571,71.31486187
506,1,9,10,117,132.1428571,71.31486187
506,1,9,10,40,132.1428571,71.31486187
506,1,9,10,106,132.1428571,71.31486187
506,1,9,10,233,132.1428571,71.31486187
506,1,9,10,227,132.1428571,71.31486187
506,1,9,10,100,132.1428571,71.31486187
507,1,9,11,102,137.1428571,77.4153916
507,1,9,11,100,137.1428571,77.4153916
507,1,9,11,119,137.1428571,77.4153916
507,1,9,11,37,137.1428571,77.4153916
507,1,9,11,251,137.1428571,77.4153916
507,1,9,11,116,137.1428571,77.4153916
507,1,9,11,235,137.1428571,77.4153916
508,1,9,12,30,66,37.34969879
508,1,9,12,101,66,37.34969879
508,1,9,12,52,66,37.34969879
508,1,9,12,118,66,37.34969879
508,1,9,12,16,66,37.34969879
508,1,9,12,86,66,37.34969879
508,1,9,12,59,66,37.34969879
509,1,9,13,68,35.28571429,22.62531242
509,1,9,13,60,35.28571429,22.62531242
509,1,9,13,29,35.28571429,22.62531242
509,1,9,13,16,35.28571429,22.62531242
509,1,9,13,5,35.28571429,22.62531242
509,1,9,13,40,35.28571429,22.62531242
509,1,9,13,29,35.28571429,22.62531242
510,1,9,14,1,23.4,15.33949152
510,1,9,14,43,23.4,15.33949152
510,1,9,14,30,23.4,15.33949152
510,1,9,14,23,23.4,15.33949152
510,1,9,14,20,23.4,15.33949152
511,1,9,15,49,38.8,27.90519665
511,1,9,15,82,38.8,27.90519665
511,1,9,15,29,38.8,27.90519665
511,1,9,15,10,38.8,27.90519665
511,1,9,15,24,38.8,27.90519665
512,1,9,16,125,92.33333333,32.50128203
512,1,9,16,60,92.33333333,32.50128203
512,1,9,16,92,92.33333333,32.50128203
513,1,9,17,76,33.4,25.71575393
513,1,9,17,39,33.4,25.71575393
513,1,9,17,17,33.4,25.71575393
513,1,9,17,21,33.4,25.71575393
513,1,9,17,14,33.4,25.71575393
514,1,9,18,60,87.25,53.90964663
514,1,9,18,168,87.25,53.90964663
514,1,9,18,57,87.25,53.90964663
514,1,9,18,64,87.25,53.90964663
515,1,9,19,2,9.5,5.802298395
515,1,9,19,16,9.5,5.802298395
515,1,9,19,11,9.5,5.802298395
515,1,9,19,9,9.5,5.802298395
516,1,9,2,158,181.8571429,102.640844
516,1,9,2,328,181.8571429,102.640844
516,1,9,2,167,181.8571429,102.640844
516,1,9,2,43,181.8571429,102.640844
516,1,9,2,115,181.8571429,102.640844
516,1,9,2,310,181.8571429,102.640844
516,1,9,2,152,181.8571429,102.640844
517,1,9,20,20,20,10.31988372
517,1,9,20,34,20,10.31988372
517,1,9,20,7,20,10.31988372
517,1,9,20,25,20,10.31988372
517,1,9,20,14,20,10.31988372
518,1,9,21,12,14.5,3.535533906
518,1,9,21,17,14.5,3.535533906
519,1,9,22,3,12.4,11.41490254
519,1,9,22,6,12.4,11.41490254
519,1,9,22,11,12.4,11.41490254
519,1,9,22,32,12.4,11.41490254
519,1,9,22,10,12.4,11.41490254
520,1,9,23,13,24,13.56465997
520,1,9,23,44,24,13.56465997
520,1,9,23,23,24,13.56465997
520,1,9,23,9,24,13.56465997
520,1,9,23,22,24,13.56465997
520,1,9,23,16,24,13.56465997
520,1,9,23,41,24,13.56465997
521,1,9,3,6,6,0
522,1,9,4,5,11.66666667,9.073771726
522,1,9,4,8,11.66666667,9.073771726
522,1,9,4,22,11.66666667,9.073771726
523,1,9,5,49,87.57142857,46.10082119
523,1,9,5,39,87.57142857,46.10082119
523,1,9,5,135,87.57142857,46.10082119
523,1,9,5,86,87.57142857,46.10082119
523,1,9,5,68,87.57142857,46.10082119
523,1,9,5,71,87.57142857,46.10082119
523,1,9,5,165,87.57142857,46.10082119
524,1,9,6,39,22.5,14.6173413
524,1,9,6,20,22.5,14.6173413
524,1,9,6,4,22.5,14.6173413
524,1,9,6,27,22.5,14.6173413
525,1,9,7,69,102.2,45.9749932
525,1,9,7,137,102.2,45.9749932
525,1,9,7,58,102.2,45.9749932
525,1,9,7,83,102.2,45.9749932
525,1,9,7,164,102.2,45.9749932
526,1,9,8,110,72.6,31.95778465
526,1,9,8,60,72.6,31.95778465
526,1,9,8,29,72.6,31.95778465
526,1,9,8,97,72.6,31.95778465
526,1,9,8,67,72.6,31.95778465
527,1,9,9,61,85.5,24.29677619
527,1,9,9,83,85.5,24.29677619
527,1,9,9,79,85.5,24.29677619
527,1,9,9,119,85.5,24.29677619
528,2,0,10,44,99.66666667,54.10976498
528,2,0,10,61,99.66666667,54.10976498
528,2,0,10,67,99.66666667,54.10976498
528,2,0,10,93,99.66666667,54.10976498
528,2,0,10,167,99.66666667,54.10976498
528,2,0,10,166,99.66666667,54.10976498
529,2,0,11,47,61,61.14899836
529,2,0,11,67,61,61.14899836
529,2,0,11,13,61,61.14899836
529,2,0,11,173,61,61.14899836
529,2,0,11,65,61,61.14899836
529,2,0,11,1,61,61.14899836
530,2,0,12,27,42.5,28.14249456
530,2,0,12,74,42.5,28.14249456
530,2,0,12,28,42.5,28.14249456
530,2,0,12,28,42.5,28.14249456
530,2,0,12,90,42.5,28.14249456
530,2,0,12,4,42.5,28.14249456
530,2,0,12,53,42.5,28.14249456
530,2,0,12,36,42.5,28.14249456
531,2,0,13,61,32.33333333,26.08320021
531,2,0,13,26,32.33333333,26.08320021
531,2,0,13,10,32.33333333,26.08320021
532,2,0,14,4,9,8.074651695
532,2,0,14,5,9,8.074651695
532,2,0,14,9,9,8.074651695
532,2,0,14,25,9,8.074651695
532,2,0,14,4,9,8.074651695
532,2,0,14,7,9,8.074651695
533,2,0,15,21,22.4,21.75545909
533,2,0,15,20,22.4,21.75545909
533,2,0,15,59,22.4,21.75545909
533,2,0,15,4,22.4,21.75545909
533,2,0,15,8,22.4,21.75545909
534,2,0,16,110,59.28571429,35.82231281
534,2,0,16,72,59.28571429,35.82231281
534,2,0,16,47,59.28571429,35.82231281
534,2,0,16,20,59.28571429,35.82231281
534,2,0,16,47,59.28571429,35.82231281
534,2,0,16,99,59.28571429,35.82231281
534,2,0,16,20,59.28571429,35.82231281
535,2,0,17,14,22.75,15.41373846
535,2,0,17,11,22.75,15.41373846
535,2,0,17,21,22.75,15.41373846
535,2,0,17,45,22.75,15.41373846
536,2,0,18,51,48.66666667,49.30179172
536,2,0,18,17,48.66666667,49.30179172
536,2,0,18,40,48.66666667,49.30179172
536,2,0,18,144,48.66666667,49.30179172
536,2,0,18,7,48.66666667,49.30179172
536,2,0,18,33,48.66666667,49.30179172
537,2,0,19,3,4.166666667,2.228601953
537,2,0,19,3,4.166666667,2.228601953
537,2,0,19,2,4.166666667,2.228601953
537,2,0,19,3,4.166666667,2.228601953
537,2,0,19,7,4.166666667,2.228601953
537,2,0,19,7,4.166666667,2.228601953
538,2,0,2,211,113.7142857,77.51497551
538,2,0,2,112,113.7142857,77.51497551
538,2,0,2,218,113.7142857,77.51497551
538,2,0,2,109,113.7142857,77.51497551
538,2,0,2,4,113.7142857,77.51497551
538,2,0,2,71,113.7142857,77.51497551
538,2,0,2,71,113.7142857,77.51497551
539,2,0,20,8,12.6,11.71750827
539,2,0,20,2,12.6,11.71750827
539,2,0,20,31,12.6,11.71750827
539,2,0,20,17,12.6,11.71750827
539,2,0,20,5,12.6,11.71750827
540,2,0,21,11,7,5.656854249
540,2,0,21,3,7,5.656854249
541,2,0,22,7,8.333333333,7.094598885
541,2,0,22,2,8.333333333,7.094598885
541,2,0,22,16,8.333333333,7.094598885
542,2,0,23,9,16,14.09491634
542,2,0,23,7,16,14.09491634
542,2,0,23,11,16,14.09491634
542,2,0,23,37,16,14.09491634
543,2,0,3,6,9.25,4.34932945
543,2,0,3,13,9.25,4.34932945
543,2,0,3,13,9.25,4.34932945
543,2,0,3,5,9.25,4.34932945
544,2,0,4,25,11.4,10.06479011
544,2,0,4,7,11.4,10.06479011
544,2,0,4,4,11.4,10.06479011
544,2,0,4,19,11.4,10.06479011
544,2,0,4,2,11.4,10.06479011
545,2,0,5,54,68.33333333,40.45161719
545,2,0,5,37,68.33333333,40.45161719
545,2,0,5,114,68.33333333,40.45161719
546,2,0,6,40,23.33333333,14.8144074
546,2,0,6,13,23.33333333,14.8144074
546,2,0,6,37,23.33333333,14.8144074
546,2,0,6,1,23.33333333,14.8144074
546,2,0,6,28,23.33333333,14.8144074
546,2,0,6,21,23.33333333,14.8144074
547,2,0,7,126,72.5,60.83036522
547,2,0,7,1,72.5,60.83036522
547,2,0,7,120,72.5,60.83036522
547,2,0,7,43,72.5,60.83036522
548,2,0,8,5,26,20.0748599
548,2,0,8,6,26,20.0748599
548,2,0,8,27,26,20.0748599
548,2,0,8,16,26,20.0748599
548,2,0,8,54,26,20.0748599
548,2,0,8,52,26,20.0748599
548,2,0,8,22,26,20.0748599
549,2,0,9,89,72.83333333,54.5469217
549,2,0,9,38,72.83333333,54.5469217
549,2,0,9,66,72.83333333,54.5469217
549,2,0,9,78,72.83333333,54.5469217
549,2,0,9,2,72.83333333,54.5469217
549,2,0,9,164,72.83333333,54.5469217
550,2,1,10,51,146.5714286,55.44323566
550,2,1,10,139,146.5714286,55.44323566
550,2,1,10,129,146.5714286,55.44323566
550,2,1,10,138,146.5714286,55.44323566
550,2,1,10,217,146.5714286,55.44323566
550,2,1,10,143,146.5714286,55.44323566
550,2,1,10,209,146.5714286,55.44323566
551,2,1,11,82,112.1666667,53.82347691
551,2,1,11,34,112.1666667,53.82347691
551,2,1,11,102,112.1666667,53.82347691
551,2,1,11,162,112.1666667,53.82347691
551,2,1,11,111,112.1666667,53.82347691
551,2,1,11,182,112.1666667,53.82347691
552,2,1,12,118,74.33333333,39.00085469
552,2,1,12,75,74.33333333,39.00085469
552,2,1,12,20,74.33333333,39.00085469
552,2,1,12,60,74.33333333,39.00085469
552,2,1,12,120,74.33333333,39.00085469
552,2,1,12,53,74.33333333,39.00085469
553,2,1,13,26,33,17.8325545
553,2,1,13,60,33,17.8325545
553,2,1,13,11,33,17.8325545
553,2,1,13,36,33,17.8325545
553,2,1,13,32,33,17.8325545
554,2,1,14,27,20,8.888194417
554,2,1,14,23,20,8.888194417
554,2,1,14,10,20,8.888194417
555,2,1,15,36,36.85714286,20.54611538
555,2,1,15,18,36.85714286,20.54611538
555,2,1,15,24,36.85714286,20.54611538
555,2,1,15,36,36.85714286,20.54611538
555,2,1,15,63,36.85714286,20.54611538
555,2,1,15,15,36.85714286,20.54611538
555,2,1,15,66,36.85714286,20.54611538
556,2,1,16,100,90.125,50.43082249
556,2,1,16,60,90.125,50.43082249
556,2,1,16,38,90.125,50.43082249
556,2,1,16,83,90.125,50.43082249
556,2,1,16,139,90.125,50.43082249
556,2,1,16,181,90.125,50.43082249
556,2,1,16,32,90.125,50.43082249
556,2,1,16,88,90.125,50.43082249
557,2,1,17,16,30.28571429,25.50630174
557,2,1,17,43,30.28571429,25.50630174
557,2,1,17,15,30.28571429,25.50630174
557,2,1,17,34,30.28571429,25.50630174
557,2,1,17,14,30.28571429,25.50630174
557,2,1,17,81,30.28571429,25.50630174
557,2,1,17,9,30.28571429,25.50630174
558,2,1,18,104,89.66666667,33.7085548
558,2,1,18,114,89.66666667,33.7085548
558,2,1,18,103,89.66666667,33.7085548
558,2,1,18,99,89.66666667,33.7085548
558,2,1,18,22,89.66666667,33.7085548
558,2,1,18,96,89.66666667,33.7085548
559,2,1,19,3,7.285714286,5.765248931
559,2,1,19,7,7.285714286,5.765248931
559,2,1,19,5,7.285714286,5.765248931
559,2,1,19,20,7.285714286,5.765248931
559,2,1,19,4,7.285714286,5.765248931
559,2,1,19,6,7.285714286,5.765248931
559,2,1,19,6,7.285714286,5.765248931
560,2,1,2,48,185.5714286,85.22882365
560,2,1,2,170,185.5714286,85.22882365
560,2,1,2,183,185.5714286,85.22882365
560,2,1,2,282,185.5714286,85.22882365
560,2,1,2,298,185.5714286,85.22882365
560,2,1,2,136,185.5714286,85.22882365
560,2,1,2,182,185.5714286,85.22882365
561,2,1,20,9,18.33333333,9.912954487
561,2,1,20,31,18.33333333,9.912954487
561,2,1,20,26,18.33333333,9.912954487
561,2,1,20,21,18.33333333,9.912954487
561,2,1,20,18,18.33333333,9.912954487
561,2,1,20,5,18.33333333,9.912954487
562,2,1,21,11,8,6.08276253
562,2,1,21,1,8,6.08276253
562,2,1,21,12,8,6.08276253
563,2,1,22,9,8.4,1.140175425
563,2,1,22,8,8.4,1.140175425
563,2,1,22,7,8.4,1.140175425
563,2,1,22,8,8.4,1.140175425
563,2,1,22,10,8.4,1.140175425
564,2,1,23,22,13.5,9.469248474
564,2,1,23,8,13.5,9.469248474
564,2,1,23,21,13.5,9.469248474
564,2,1,23,3,13.5,9.469248474
565,2,1,3,9,9.666666667,4.676180778
565,2,1,3,18,9.666666667,4.676180778
565,2,1,3,4,9.666666667,4.676180778
565,2,1,3,8,9.666666667,4.676180778
565,2,1,3,8,9.666666667,4.676180778
565,2,1,3,11,9.666666667,4.676180778
566,2,1,4,6,11.6,6.426507605
566,2,1,4,22,11.6,6.426507605
566,2,1,4,10,11.6,6.426507605
566,2,1,4,13,11.6,6.426507605
566,2,1,4,7,11.6,6.426507605
567,2,1,5,185,103.4285714,53.25053096
567,2,1,5,73,103.4285714,53.25053096
567,2,1,5,44,103.4285714,53.25053096
567,2,1,5,162,103.4285714,53.25053096
567,2,1,5,65,103.4285714,53.25053096
567,2,1,5,119,103.4285714,53.25053096
567,2,1,5,76,103.4285714,53.25053096
568,2,1,6,9,22,17.1464282
568,2,1,6,43,22,17.1464282
568,2,1,6,36,22,17.1464282
568,2,1,6,3,22,17.1464282
568,2,1,6,19,22,17.1464282
569,2,1,7,81,74,27.98571064
569,2,1,7,61,74,27.98571064
569,2,1,7,93,74,27.98571064
569,2,1,7,29,74,27.98571064
569,2,1,7,70,74,27.98571064
569,2,1,7,110,74,27.98571064
570,2,1,8,56,62.5,11.57151675
570,2,1,8,60,62.5,11.57151675
570,2,1,8,52,62.5,11.57151675
570,2,1,8,85,62.5,11.57151675
570,2,1,8,61,62.5,11.57151675
570,2,1,8,61,62.5,11.57151675
571,2,1,9,45,133.1428571,63.05402068
571,2,1,9,110,133.1428571,63.05402068
571,2,1,9,221,133.1428571,63.05402068
571,2,1,9,209,133.1428571,63.05402068
571,2,1,9,127,133.1428571,63.05402068
571,2,1,9,132,133.1428571,63.05402068
571,2,1,9,88,133.1428571,63.05402068
572,2,10,10,214,168.6666667,114.218504
